Region,Sub-region,Country,Indicator,Year,Count,Rate
Europe,Northern Europe,Lithuania,Mortality: Total deaths,2018,30,462.606013878
Europe,Northern Europe,Norway,Mortality: Total deaths,2018,4,105.513057241
Europe,Northern Europe,Sweden,Mortality: Total deaths,2018,14,228.982662741
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Total deaths,2018,325,396.806016800
Europe,Northern Europe,United Kingdom (Northern Ireland),Mortality: Total deaths,2018,5,355.366027008
Europe,Southern Europe,Albania,Mortality: Total deaths,2018,24,451.467268623
Europe,Southern Europe,Croatia,Mortality: Total deaths,2018,18,559.527510103
Europe,Southern Europe,Greece,Mortality: Total deaths,2018,69,647.644077342
Europe,Southern Europe,Italy,Mortality: Total deaths,2018,161,263.368830871
Europe,Southern Europe,Kosovo under UNSCR 1244,Mortality: Total deaths,2018,3,191.448627951
Europe,Southern Europe,Montenegro,Mortality: Total deaths,2018,3,266.666666667
Europe,Southern Europe,Portugal,Mortality: Total deaths,2018,54,414.714691652
Europe,Southern Europe,Serbia,Mortality: Total deaths,2018,56,515.132002576
Europe,Southern Europe,Slovenia,Mortality: Total deaths,2018,2,148.588410104
Europe,Southern Europe,Spain,Mortality: Total deaths,2018,210,356.639437529
Europe,Western Europe,Austria,Mortality: Total deaths,2018,44,480.192076831
Europe,Western Europe,France,Mortality: Total deaths,2018,198,282.618935469
Europe,Western Europe,Liechtenstein,Mortality: Total deaths,2018,0,0
Europe,Western Europe,Luxembourg,Mortality: Total deaths,2018,2,307.692307692
Europe,Western Europe,Netherlands,Mortality: Total deaths,2018,41,364.412052262
Europe,Western Europe,Switzerland,Mortality: Total deaths,2018,12,181.763102090
Europe,Northern Europe,Denmark,Mortality: Deaths due to external causes,2013,6,146.663407480
Europe,Northern Europe,Lithuania,Mortality: Deaths due to external causes,2013,14,151.171579743
Europe,Southern Europe,Serbia,Mortality: Deaths due to external causes,2013,14,139.567341242
Europe,Western Europe,Switzerland,Mortality: Deaths due to external causes,2013,2,30.147723847
Europe,Northern Europe,Denmark,Mortality: Deaths due to external causes,2014,2,55.819145967
Europe,Northern Europe,Norway,Mortality: Deaths due to external causes,2014,6,146.234462588
Europe,Southern Europe,Serbia,Mortality: Deaths due to external causes,2014,3,29.160186625
Europe,Western Europe,Switzerland,Mortality: Deaths due to external causes,2014,9,138.057984353
Europe,Eastern Europe,Bulgaria,Mortality: Deaths due to external causes,2015,7,94.492440605
Europe,Eastern Europe,Czechia,Mortality: Deaths due to external causes,2015,13,62.302309978
Europe,Eastern Europe,Republic of Moldova,Mortality: Deaths due to external causes,2015,5,62.104086449
Europe,Eastern Europe,Romania,Mortality: Deaths due to external causes,2015,12,42.351944660
Europe,Northern Europe,Denmark,Mortality: Deaths due to external causes,2015,2,62.441461130
Europe,Northern Europe,Norway,Mortality: Deaths due to external causes,2015,2,49.309664694
Europe,Northern Europe,Sweden,Mortality: Deaths due to external causes,2015,4,70.286417150
Europe,Southern Europe,Albania,Mortality: Deaths due to external causes,2015,2,33.439224210
Europe,Southern Europe,Greece,Mortality: Deaths due to external causes,2015,19,197.690146707
Europe,Southern Europe,Serbia,Mortality: Deaths due to external causes,2015,12,119.236883943
Europe,Southern Europe,Spain,Mortality: Deaths due to external causes,2015,63,102.249488753
Europe,Western Europe,Austria,Mortality: Deaths due to external causes,2015,6,
Europe,Western Europe,Switzerland,Mortality: Deaths due to external causes,2015,10,153.893505694
Europe,Eastern Europe,Bulgaria,Mortality: Deaths due to external causes,2016,3,40.844111641
Europe,Eastern Europe,Czechia,Mortality: Deaths due to external causes,2016,14,62.274809839
Europe,Eastern Europe,Hungary,Mortality: Deaths due to external causes,2016,11,62.294710613
Europe,Eastern Europe,Republic of Moldova,Mortality: Deaths due to external causes,2016,6,77.419354839
Europe,Eastern Europe,Romania,Mortality: Deaths due to external causes,2016,11,40.065561828
Europe,Eastern Europe,Russian Federation,Mortality: Deaths due to external causes,2016,603,95.690742754
Europe,Eastern Europe,Slovakia,Mortality: Deaths due to external causes,2016,0,0
Europe,Northern Europe,Denmark,Mortality: Deaths due to external causes,2016,9,264.084507042
Europe,Northern Europe,Latvia,Mortality: Deaths due to external causes,2016,5,117.841150130
Europe,Northern Europe,Lithuania,Mortality: Deaths due to external causes,2016,15,220.102714600
Europe,Northern Europe,Norway,Mortality: Deaths due to external causes,2016,5,119.274809160
Europe,Northern Europe,Sweden,Mortality: Deaths due to external causes,2016,1,17.674089784
Europe,Southern Europe,Albania,Mortality: Deaths due to external causes,2016,1,16.580998176
Europe,Southern Europe,Croatia,Mortality: Deaths due to external causes,2016,0,0
Europe,Southern Europe,Greece,Mortality: Deaths due to external causes,2016,8,83.682008368
Europe,Southern Europe,Montenegro,Mortality: Deaths due to external causes,2016,1,89.047195013
Europe,Southern Europe,Portugal,Mortality: Deaths due to external causes,2016,9,64.669109722
Europe,Southern Europe,Serbia,Mortality: Deaths due to external causes,2016,13,121.814092954
Europe,Southern Europe,Slovenia,Mortality: Deaths due to external causes,2016,3,229.357798165
Europe,Southern Europe,Spain,Mortality: Deaths due to external causes,2016,64,107.402372921
Europe,Western Europe,Austria,Mortality: Deaths due to external causes,2016,10,116.022740457
Europe,Western Europe,Liechtenstein,Mortality: Deaths due to external causes,2016,0,0
Europe,Western Europe,Luxembourg,Mortality: Deaths due to external causes,2016,0,0
Europe,Western Europe,Monaco,Mortality: Deaths due to external causes,2016,0,0
Europe,Western Europe,Switzerland,Mortality: Deaths due to external causes,2016,5,76.840325803
Europe,Eastern Europe,Bulgaria,Mortality: Deaths due to external causes,2017,5,71.551230681
Europe,Eastern Europe,Czechia,Mortality: Deaths due to external causes,2017,10,45.128390270
Europe,Eastern Europe,Hungary,Mortality: Deaths due to external causes,2017,5,28.830075535
Europe,Eastern Europe,Republic of Moldova,Mortality: Deaths due to external causes,2017,3,39.313327218
Europe,Eastern Europe,Romania,Mortality: Deaths due to external causes,2017,11,46.908315565
Europe,Eastern Europe,Russian Federation,Mortality: Deaths due to external causes,2017,552,91.667552344
Europe,Eastern Europe,Slovakia,Mortality: Deaths due to external causes,2017,0,0
Europe,Northern Europe,Finland,Mortality: Deaths due to external causes,2017,2,64.892926671
Europe,Northern Europe,Latvia,Mortality: Deaths due to external causes,2017,4,106.241699867
Europe,Northern Europe,Lithuania,Mortality: Deaths due to external causes,2017,6,90.922867101
Europe,Northern Europe,Norway,Mortality: Deaths due to external causes,2017,4,96.061479347
Europe,Northern Europe,Sweden,Mortality: Deaths due to external causes,2017,1,17.503938386
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Deaths due to external causes,2017,104,123.162918487
Europe,Southern Europe,Albania,Mortality: Deaths due to external causes,2017,6,105.745505816
Europe,Southern Europe,Croatia,Mortality: Deaths due to external causes,2017,0,0
Europe,Southern Europe,Greece,Mortality: Deaths due to external causes,2017,5,49.945060434
Europe,Southern Europe,Portugal,Mortality: Deaths due to external causes,2017,15,110.399646721
Europe,Southern Europe,Serbia,Mortality: Deaths due to external causes,2017,9,83.279355973
Europe,Southern Europe,Slovenia,Mortality: Deaths due to external causes,2017,0,0
Europe,Southern Europe,Spain,Mortality: Deaths due to external causes,2017,58,98.615975788
Europe,Western Europe,Austria,Mortality: Deaths due to external causes,2017,12,135.562584727
Europe,Western Europe,Liechtenstein,Mortality: Deaths due to external causes,2017,0,0
Europe,Western Europe,Luxembourg,Mortality: Deaths due to external causes,2017,0,0
Europe,Eastern Europe,Bulgaria,Mortality: Deaths due to external causes,2018,3,45.105999098
Europe,Eastern Europe,Czechia,Mortality: Deaths due to external causes,2018,14,64.883904157
Europe,Eastern Europe,Hungary,Mortality: Deaths due to external causes,2018,6,34.780592429
Europe,Eastern Europe,Republic of Moldova,Mortality: Deaths due to external causes,2018,6,85.886057830
Europe,Eastern Europe,Romania,Mortality: Deaths due to external causes,2018,11,52.904963447
Europe,Eastern Europe,Russian Federation,Mortality: Deaths due to external causes,2018,461,81.858634932
Europe,Eastern Europe,Slovakia,Mortality: Deaths due to external causes,2018,0,0
Europe,Northern Europe,Finland,Mortality: Deaths due to external causes,2018,2,67.658998647
Europe,Northern Europe,Latvia,Mortality: Deaths due to external causes,2018,5,141.964792731
Europe,Northern Europe,Lithuania,Mortality: Deaths due to external causes,2018,5,77.101002313
Europe,Northern Europe,Norway,Mortality: Deaths due to external causes,2018,1,26.378264310
Europe,Northern Europe,Sweden,Mortality: Deaths due to external causes,2018,2,32.711808963
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Deaths due to external causes,2018,163,199.013479195
Europe,Southern Europe,Albania,Mortality: Deaths due to external causes,2018,1,18.811136193
Europe,Southern Europe,Croatia,Mortality: Deaths due to external causes,2018,3,93.254585017
Europe,Southern Europe,Greece,Mortality: Deaths due to external causes,2018,20,187.722920969
Europe,Southern Europe,Montenegro,Mortality: Deaths due to external causes,2018,0,0
Europe,Southern Europe,Portugal,Mortality: Deaths due to external causes,2018,11,84.478918670
Europe,Southern Europe,Serbia,Mortality: Deaths due to external causes,2018,8,73.590286082
Europe,Southern Europe,Slovenia,Mortality: Deaths due to external causes,2018,0,0
Europe,Southern Europe,Spain,Mortality: Deaths due to external causes,2018,100,169.828303585
Europe,Western Europe,Austria,Mortality: Deaths due to external causes,2018,12,130.961475499
Europe,Western Europe,Liechtenstein,Mortality: Deaths due to external causes,2018,0,0
Europe,Western Europe,Luxembourg,Mortality: Deaths due to external causes,2018,0,0
Europe,Eastern Europe,Russian Federation,Mortality: Death by intentional homicide,2013,15,2.214718428
Europe,Southern Europe,Serbia,Mortality: Death by intentional homicide,2013,0,0
Europe,Eastern Europe,Russian Federation,Mortality: Death by intentional homicide,2014,17,2.531083944
Europe,Northern Europe,Norway,Mortality: Death by intentional homicide,2014,0,0
Europe,Southern Europe,Serbia,Mortality: Death by intentional homicide,2014,0,0
Europe,Eastern Europe,Bulgaria,Mortality: Death by intentional homicide,2015,0,0
Europe,Eastern Europe,Czechia,Mortality: Death by intentional homicide,2015,0,0
Europe,Eastern Europe,Republic of Moldova,Mortality: Death by intentional homicide,2015,0,0
Europe,Eastern Europe,Romania,Mortality: Death by intentional homicide,2015,1,3.529328722
Europe,Eastern Europe,Russian Federation,Mortality: Death by intentional homicide,2015,20,3.095567921
Europe,Northern Europe,Norway,Mortality: Death by intentional homicide,2015,0,0
Europe,Northern Europe,Sweden,Mortality: Death by intentional homicide,2015,0,0
Europe,Southern Europe,Albania,Mortality: Death by intentional homicide,2015,0,0
Europe,Southern Europe,Greece,Mortality: Death by intentional homicide,2015,4,41.618978254
Europe,Southern Europe,Serbia,Mortality: Death by intentional homicide,2015,1,9.936406995
Europe,Southern Europe,Spain,Mortality: Death by intentional homicide,2015,1,1.623007758
Europe,Western Europe,Austria,Mortality: Death by intentional homicide,2015,0,
Europe,Eastern Europe,Bulgaria,Mortality: Death by intentional homicide,2016,0,0
Europe,Eastern Europe,Czechia,Mortality: Death by intentional homicide,2016,0,0
Europe,Eastern Europe,Hungary,Mortality: Death by intentional homicide,2016,0,0
Europe,Eastern Europe,Republic of Moldova,Mortality: Death by intentional homicide,2016,0,0
Europe,Eastern Europe,Russian Federation,Mortality: Death by intentional homicide,2016,13,2.062984504
Europe,Eastern Europe,Slovakia,Mortality: Death by intentional homicide,2016,0,0
Europe,Northern Europe,Denmark,Mortality: Death by intentional homicide,2016,0,0
Europe,Northern Europe,Latvia,Mortality: Death by intentional homicide,2016,0,0
Europe,Northern Europe,Lithuania,Mortality: Death by intentional homicide,2016,1,14.673514307
Europe,Northern Europe,Norway,Mortality: Death by intentional homicide,2016,0,0
Europe,Northern Europe,Sweden,Mortality: Death by intentional homicide,2016,0,0
Europe,Southern Europe,Albania,Mortality: Death by intentional homicide,2016,0,0
Europe,Southern Europe,Croatia,Mortality: Death by intentional homicide,2016,0,0
Europe,Southern Europe,Greece,Mortality: Death by intentional homicide,2016,0,0
Europe,Southern Europe,Montenegro,Mortality: Death by intentional homicide,2016,1,89.047195013
Europe,Southern Europe,Portugal,Mortality: Death by intentional homicide,2016,0,0
Europe,Southern Europe,Serbia,Mortality: Death by intentional homicide,2016,2,18.740629685
Europe,Southern Europe,Slovenia,Mortality: Death by intentional homicide,2016,0,0
Europe,Southern Europe,Spain,Mortality: Death by intentional homicide,2016,0,0
Europe,Western Europe,Austria,Mortality: Death by intentional homicide,2016,0,0
Europe,Western Europe,Liechtenstein,Mortality: Death by intentional homicide,2016,0,0
Europe,Western Europe,Luxembourg,Mortality: Death by intentional homicide,2016,0,0
Europe,Western Europe,Monaco,Mortality: Death by intentional homicide,2016,0,0
Europe,Western Europe,Netherlands,Mortality: Death by intentional homicide,2016,0,0
Europe,Eastern Europe,Bulgaria,Mortality: Death by intentional homicide,2017,0,0
Europe,Eastern Europe,Czechia,Mortality: Death by intentional homicide,2017,0,0
Europe,Eastern Europe,Hungary,Mortality: Death by intentional homicide,2017,1,5.766015107
Europe,Eastern Europe,Republic of Moldova,Mortality: Death by intentional homicide,2017,0,0
Europe,Eastern Europe,Romania,Mortality: Death by intentional homicide,2017,1,4.264392324
Europe,Eastern Europe,Russian Federation,Mortality: Death by intentional homicide,2017,18,2.989159316
Europe,Eastern Europe,Slovakia,Mortality: Death by intentional homicide,2017,0,0
Europe,Northern Europe,Finland,Mortality: Death by intentional homicide,2017,0,0
Europe,Northern Europe,Latvia,Mortality: Death by intentional homicide,2017,0,0
Europe,Northern Europe,Lithuania,Mortality: Death by intentional homicide,2017,1,15.153811184
Europe,Northern Europe,Norway,Mortality: Death by intentional homicide,2017,1,24.015369837
Europe,Northern Europe,Sweden,Mortality: Death by intentional homicide,2017,0,0
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death by intentional homicide,2017,3,3.552776495
Europe,Southern Europe,Albania,Mortality: Death by intentional homicide,2017,0,0
Europe,Southern Europe,Croatia,Mortality: Death by intentional homicide,2017,0,0
Europe,Southern Europe,Greece,Mortality: Death by intentional homicide,2017,0,0
Europe,Southern Europe,Portugal,Mortality: Death by intentional homicide,2017,0,0
Europe,Southern Europe,Serbia,Mortality: Death by intentional homicide,2017,0,0
Europe,Southern Europe,Slovenia,Mortality: Death by intentional homicide,2017,0,0
Europe,Southern Europe,Spain,Mortality: Death by intentional homicide,2017,1,1.700275445
Europe,Western Europe,Austria,Mortality: Death by intentional homicide,2017,1,11.296882061
